movieId,title,genres,overview_clean,original_language,vote_average
34996,The Addiction,Drama Horror,vampiric doctoral student tries follow philosophy nocturnal comrade control thirst blood,en,6.4
414,Batman Forever,Action Crime Fantasy,dark knight gotham city confronts dastardly duo twoface riddler formerly district attorney harvey dent twoface believes batman caused courtroom accident left disfigured one side edward nygma computergenius former employee millionaire bruce wayne out get philanthropist riddler former circus acrobat dick grayson family killed twoface becomes waynes ward batmans new partner robin,en,5.2
649,Belle de Jour,Drama Romance,beautiful young housewife séverine serizy cannot reconcile masochistic fantasies everyday life alongside dutiful husband pierre lovestruck friend henri mentions secretive highclass brothel run madame anais séverine begins work during day name belle jour one clients grows possessive try back normal life,fr,7.3
1873,Beyond Rangoon,Drama Thriller,patricia arquette stars american widow laura bowman young doctor whos unwittingly drawn political turmoil while vacationing burma late fictionalized drama based actual events bowman initially left san francisco sister frances mcdormand attempt escape painful memories husband sons violent deaths fight escape thailand prove harrowing,en,6.4
5894,Blue in the Face,Comedy,auggie runs small tobacco shop brooklyn new york whole neighborhood comes visit buy cigarettes small talk during movie lou reed tries explain cut health insurance bill keeps smoking madonna acts singing telegram,en,6.8
1775,Canadian Bacon,Action Comedy,canadian bacon only fictitious film director michael moore comedy american president decides war bring publics opinion during election time canadian bacon actor john candys last film,en,5.9
8839,Casper,Fantasy Comedy Family,furious late father only willed gloomylooking mansion rather millions carrigan crittenden ready burn place ground discovers map treasure hidden house enters rickety mansion seek claim frightened away wicked wave ghosts determined get hands hidden fortune hires afterlife therapist james harvey exorcise ghosts mansion harvey daughter kat move soon kat meets casper ghost young boy whos friendliest ghost know friendly caspers unclesstretch fatso stinkiewho determined drive fleshies away,en,6.0
20649,Clockers,Mystery Crime Drama,strike young city drug pusher tutelage druglord rodney littlewhen night man fastfood restaurant found four bullets body strikes older brother turns himself killer det rocco klein doesnt buy story however sets out find truth seems fingers point toward strike amp rodney,en,6.8
10329,Congo,Action Adventure Drama Mystery Science Fiction Thriller,eight people embark expedition congo mysterious expanse unexplored africa human greed laws nature gone berserk thrillseekers ulterior motives stumble across race killer apes,en,5.0
8963,Crimson Tide,Action Thriller Drama,nuclear missile sub young first officer stages mutiny prevent trigger happy captain launching missiles confirming orders,en,7.0
26564,Crumb,Documentary,movie chronicles life times crumb robert crumb cartoonistartist drew keep truckin fritz cat played major pioneering role genesis underground comix through interviews mother two brothers wife exgirlfriends well selections vast quantity graphic art treated darkly comic ride through one mans subconscious mind,en,7.6
8068,Desperado,Thriller Action Crime,gunslinger embroiled war local drug runner,en,6.8
8512,Devil in a Blue Dress,Drama Mystery Thriller,late los angeles easy rawlins unemployed black world war veteran job prospects bar easy meets dewitt albright mysterious white man looking someone investigate disappearance missing white woman named daphne monet suspects hiding out one citys black jazz clubs strapped money facing house payments easy takes job soon finds himself head,en,6.3
1572,Die Hard: With a Vengeance,Action Thriller,new york detective john mcclane back kicking badguy butt third installment actionpacked series finds teaming civilian zeus carver prevent loss innocent lives mcclane thought hed seen until genius named simon engages mcclane new partner beloved city deadly game demands concentration,en,6.9
13552,The Doom Generation,Action Comedy Crime Drama,jordan white amy blue two troubled teens pick adolescent drifter xavier red together threesome embark sex violencefilled journey through america psychos quickiemarts,en,5.6
259209,Feast of July,Drama Crime,abandoned young woman late century england taken rural couple three handsome sons tragic consequences result,en,0.0
6520,First Knight,Action Adventure Drama Romance,timeless tale king arthur legend camelot retold passionate period drama arthur reluctant hand crown lancelot guinevere torn loyalty husband growing love rival lancelot balance loyalty throne rewards true love,en,5.9
9073,Free Willy 2 - The Adventure Home,Adventure,jesse becomes reunited willy three years whales jump freedom teenager tries rescue killer whale orcas oil spill,en,5.5
10428,Hackers,Action Crime Thriller Drama,along new friends teenager arrested secret service banned using computer writing computer virus discovers plot nefarious hacker use computer skills find evidence while pursued secret service evil computer genius behind virus,en,6.2
17447,Jeffrey,Comedy Drama Romance,jeffery young gay man new york decides sex much decided become celibate immediately meets man dreams decide whether love worth danger boyfriend dying,en,6.5
9886,Johnny Mnemonic,Adventure Action Drama Science Fiction Thriller,data courier literally carrying data package inside head deliver dies burden killed yakuza dystopian johnny keanu reeves data trafficker implant allows securely store data sensitive regular computer networks one delivery run accepts package only exceeds implants safety limits kill data removed time contains information far important valuable ever imagined race against time avoid assassins sent kill remove data ends life,en,5.5
9482,Judge Dredd,Science Fiction,dystopian future dredd famous judge cop instant field judiciary powers convicted crime commit while murderous counterpart escapes,en,5.4
